Disc,journal,title,vol,year,,issue,pages,PageFrom,PageTp,url,abstract,Author,A1Delim,A2Delim,A3Delim,A4Delim,A5Delim,A6Delim,A7Delim,A8Delim,A9Delim,Auth1,Auth2,Auth3,Auth4,Auth5,Auth6,Auth7,Auth8,Auth9,PgDelim,PgFrom,PgTo,X
6,Journal of Education for Business,Tenure Perspectives: Tenured Versus Nontenured Tenure-Track Faculty,87,2011,,2,121--127,NA,NA,http://dx.doi.org/10.1080/08832323.2011.577111,author examined broad range respondent perspectives tenure related issues survey professors association advance collegiate school aacsb accredited school states tenured nontenured tenuretrack school professors aacsb accredited school agreed tenure necessary survey results indicate mean ratings tenure issues investigated differed significantly tenured nontenured tenuretrack faculty members significant differences basically even though group disagree impact traditional tenure group now embrace traditional tenure,"Premeaux, Shane R",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Premeaux, Shane R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,121,127,
6,Journal of Education for Business,Entrepreneurship Education: Workshops and Entrepreneurial Intentions,87,2011,,2,94--101,NA,NA,http://dx.doi.org/10.1080/08832323.2011.573594,using data collected participants entrepreneurship workshop series author examined series impact tested modeling entrepreneurship intentions incorporating social psychological factors found entrepreneurship disposition workshop participation significantly influenced intentions exposure role modeling strength family support significantly influence intentions contrast previous significant difference men women regarding interest entrepreneurship author also reports participants perceptions program status ventures,"Pruett, Mark",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Pruett, Mark",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,94,101,
6,Journal of Education for Business,Engagement in Classroom Learning: Creating Temporal Participation Incentives for Extrinsically Motivated Students Through Bonus Credits,87,2011,,2,86--93,NA,NA,http://dx.doi.org/10.1080/08832323.2011.570808,extrinsic inducements adjust motivations evolved within opposing paradigms cognitive evaluation theories claim controlling factors embedded extrinsic rewards dissipate intrinsic aspirations behavioral theorists contend engagement voluntary extrinsic reinforcements enhance without ill effects author offers simple engagement bonus awarding strategic highly adaptable learners modeling application labor supply theory extension impact premium wages incentives work overtime empirical results support hypothesis incentives engage substantially increase bonus scores increase opportunity costs leisure,"Rassuli, Ali",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rassuli, Ali",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,86,93,
6,Journal of Education for Business,Critical Thinking in the Business Classroom,87,2011,,1,52--59,NA,NA,http://dx.doi.org/10.1080/08832323.2011.557103,minicourse critical thinking implemented improve two sessions senior level course midwestern school statistical analyses two quantitative assessments revealed significant improvements critical thinking skills improvements studies computerized simulations observed,"Reid, Joanne R; Anderson, Phyllis R",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Reid, Joanne R","Anderson, Phyllis R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,52,59,
6,Journal of Education for Business,"Capstone Teaching Models: Combining Simulation, Analytical Intuitive Learning Processes, History and Effectiveness",87,2012,,3,178--184,NA,NA,http://dx.doi.org/10.1080/08832323.2011.586006,past decade modeling changing reflecting dynamics complexities uncertainties today organizational traditional current active modeling disadvantages simulation provides platform combine best aspects types practices explores history including simulation plan outlines empirical test effect including simulation,"Reid, Maurice; Brown, Steve; Tabibzadeh, Kambiz",14,28,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Reid, Maurice","Brown, Steve","Tabibzadeh, Kambiz",-x-,-x-,-x-,-x-,-x-,-x-,4,178,184,
6,Journal of Education for Business,A Place of Her Own: The Case for University-Based Centers for Women Entrepreneurs,87,2012,,4,241--246,NA,NA,http://dx.doi.org/10.1080/08832323.2011.591846,author benefits school women entrepreneur centers educational outreach strategic argues establishment support universities interested educating women entrepreneurship advancing women owned businesses extensive women owners firsthand experience two school centers author several advantages meeting distinctive needs women entrepreneurship learners providing examples rationales program author also makes potential economic development benefits larger economy community contributions sponsoring universities,"Riebe, Mary",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Riebe, Mary",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,241,246,
6,Journal of Education for Business,Marketing Professors' Perspectives on the Cost of College Textbooks: A Pilot Study,87,2011,,1,1--6,NA,NA,http://dx.doi.org/10.1080/08832323.2010.542503,textbooks integral component process however great deal concern high costs college textbooks expressed inside outside author focus results pilot survey marketing professors criteria textbooks reactions changes implemented may implemented universities state legislatures publishers combat cost escalations indicate respondents appear strong resistance school legislative publisher actions infringe options selecting textbooks long textbook replacing newer edition particularly true school policy requiring low cost textbooks adopted requiring keep textbooks least years requiring publishers send invoice day review period requiring sending examination per department also significant differences among respondents test variance basically experience years opposed legislation school policy publishers releasing cost data requiring lowest cost text also ranked importance content counterparts,"Silver, Lawrence S; Stevens, Robert E; Clow, Kenneth E",19,38,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Silver, Lawrence S","Stevens, Robert E","Clow, Kenneth E",-x-,-x-,-x-,-x-,-x-,-x-,2,1,6,
6,Journal of Education for Business,Who Leads and Who Lags? A Comparison of Cheating Attitudes and Behaviors Among Leadership and Business Students,87,2012,,6,316--324,NA,NA,http://dx.doi.org/10.1080/08832323.2011.625998,dishonesty cheating become endemic also studied great depth researchers author examine differences undergraduate leadership terms attitudes toward dishonesty well cheating behavior found overall much lax attitudes toward cheating leadership also found seemingly appear cheat leadership author finally suggestions,"Simha, Aditya; Armstrong, Josh P; Albert, Joseph F",14,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Simha, Aditya","Armstrong, Josh P","Albert, Joseph F",-x-,-x-,-x-,-x-,-x-,-x-,4,316,324,
6,Journal of Education for Business,"On the Relationship Between Students' Perceptions of Teaching Quality, Methods of Assessment, and Satisfaction",87,2011,,1,22--35,NA,NA,http://dx.doi.org/10.1080/08832323.2010.550339,although relationship perceptions quality satisfaction may seem self evident interaction concepts related assessment rarely examined reveal perceived quality categorization emerges concept multiple facets centered enthusiasm interaction engagement communications practical relevance author note significant links among satisfaction feeling reactions various levels evaluations various assessment schemes,"Smimou, Kamal; Dahl, Darren W",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Smimou, Kamal","Dahl, Darren W",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,22,35,
6,Journal of Education for Business,"Attendance Policies, Student Attendance, and Instructor Verbal Aggressiveness",87,2012,,3,145--151,NA,NA,http://dx.doi.org/10.1080/08832323.2011.582192,author utilized experimental design across six sections managerial communications course test impact verbal aggressiveness attendance policies attendance experimental group received policy principle social proof cialdini indicated similar attendance linked high performance also assessed level verbal aggressiveness infante results suggest verbal aggressiveness influence attendance however social proof positively influence attendance rates certain circumstances author discuss,"Snyder, Jason; Forbus, Robert; Cistulli, Mark",14,30,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Snyder, Jason","Forbus, Robert","Cistulli, Mark",-x-,-x-,-x-,-x-,-x-,-x-,4,145,151,
6,Journal of Education for Business,Impromptu Presentations: Boosting Student Learning and Engagement Through Spontaneous Collaboration,87,2011,,1,14--21,NA,NA,http://dx.doi.org/10.1080/08832323.2010.547232,impromptu presentations new pedagogical college classrooms produces full engagement rapid information processing technique offers additional tool growing literature active collaborative given short timeframe required investigate analyze solve problem assigned brief critical thinking phase followed group presentations must support arguments others relevant course concepts traditional idea serves foundational principle behind various ways employing impromptu presentations also described finally merits impromptu presentation highlighted drawing active peer levels literature streams,"Thompson, Karen J; Switky, Bob; Gilinsky, Armand",18,31,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Thompson, Karen J","Switky, Bob","Gilinsky, Armand",-x-,-x-,-x-,-x-,-x-,-x-,3,14,21,
6,Journal of Education for Business,Plagiarism: What Don't They Know?,87,2011,,1,36--41,NA,NA,http://dx.doi.org/10.1080/08832323.2011.552536,present economic environment beneficial universities school experiencing significant enrollment increases just economy suffering economic recession universities increasingly suffer integrity recession misconduct particularly plagiarism time high although great deal examines attitudes motives demographic factors related dishonesty little empirical investigation regarding actually know plagiarism author identify significant gaps knowledge discuss universities society whole,"Voelker, Troy A; Love, Leonard G; Pentina, Iryna",16,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Voelker, Troy A","Love, Leonard G","Pentina, Iryna",-x-,-x-,-x-,-x-,-x-,-x-,3,36,41,
6,Journal of Education for Business,Examining Student Preferences of Group Work Evaluation Approaches: Evidence From Business Management Undergraduate Students,87,2012,,6,358--362,NA,NA,http://dx.doi.org/10.1080/08832323.2011.628345,although increased attention development peer evaluation instruments less emphasis understanding preferences peer evaluation author data conducted undergraduate course examine preferences group work evaluation perceptions fairness workload due process suggest prefer confidential questionnaire conduct peer evaluations perceive fairest although also reducing concerns evaluating shared workload however evidence perceptions due process without involvement lower,"Wagar, Terry H; Carroll, Wendy R",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Wagar, Terry H","Carroll, Wendy R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,358,362,
