"","c..interviews....russell....ackoff....one....pioneers....career..."
"93716","whether"
"93717","doctoral"
"93718","granting"
"93719","whether"
"93720","accounting"
"93721","department"
"93722","separate"
"93723","american"
"93724","assembly"
"93725","collegiate"
"93726","school"
"93727","aacsb"
"93728","accreditation"
"93729","exposure"
"93730","issues"
"93731","practices"
"93732","never"
"93733","today"
"93734","ever"
"93735","changing"
"93736","environment"
"93737","explicitly"
"93738","recognized"
"93739","american"
"93740","assembly"
"93741","collegiate"
"93742","school"
"93743","aacsb"
"93744","standards"
"93745","accounting"
"93746","accreditation"
"93747","author"
"93748","surveyed"
"93749","faculty"
"93750","members"
"93751","nondoctoral"
"93752","granting"
"93753","institutions"
"93754","separate"
"93755","aacsb"
"93756","accounting"
"93757","accreditation"
"93758","investigate"
"93759","faculty"
"93760","activities"
"93761","school"
"93762","emphasizing"
"93763","expecting"
"93764","results"
"93765","indicate"
"93766","depending"
"93767","mission"
"93768","school"
"93769","placing"
"93770","emphasis"
"93771","faculty"
"93772","involvement"
"93773","accounting"
"93774","professional"
"93775","author"
"93776","present"
"93777","financial"
"93778","assessment"
"93779","template"
"93780","strategic"
"93781","financial"
"93782","course"
"93783","template"
"93784","particularly"
"93785","useful"
"93786","capstone"
"93787","strategic"
"93788","course"
"93789","rely"
"93790","financial"
"93791","strategic"
"93792","strategic"
"93793","evaluation"
"93794","debate"
"93795","template"
"93796","facilitates"
"93797","qualitative"
"93798","quantitative"
"93799","assessment"
"93800","multiple"
"93801","performance"
"93802","criteria"
"93803","multistage"
"93804","benchmarking"
"93805","process"
"93806","significantly"
"93807","extends"
"93808","framework"
"93809","earlier"
"93810","benchmarking"
"93811","template"
"93812","published"
"93813","journal"
"93814","years"
"93815","ago"
"93816","author"
"93817","surveyed"
"93818","chambers"
"93819","commerce"
"93820","new"
"93821","england"
"93822","region"
"93823","investigate"
"93824","opinions"
"93825","role"
"93826","public"
"93827","school"
"93828","play"
"93829","regional"
"93830","economic"
"93831","development"
"93832","although"
"93833","school"
"93834","typically"
"93835","emphasize"
"93836","mission"
"93837","elements"
"93838","respondents"
"93839","tended"
"93840","express"
"93841","greater"
"93842","interest"
"93843","capability"
"93844","school"
"93845","offer"
"93846","technical"
"93847","assistance"
"93848","adult"
"93849","continuing"
"93850","author"
"93851","offers"
"93852","recommendations"
"93853","school"
"93854","wishing"
"93855","develop"
"93856","meaningful"
"93857","involvement"
"93858","economic"
"93859","development"
"93860","author"
"93861","offer"
"93862","powerful"
"93863","tool"
"93864","graphic"
"93865","syllabus"
"93866","help"
"93867","meet"
"93868","unique"
"93869","challenges"
"93870","introductory"
"93871","financial"
"93872","tool"
"93873","visual"
"93874","representation"
"93875","topical"
"93876","organization"
"93877","course"
"93878","supplements"
"93879","clarifies"
"93880","text"
"93881","syllabus"
"93882","author"
"93883","explain"
"93884","instructional"
"93885","advantages"
"93886","graphics"
"93887","describe"
"93888","design"
"93889","graphic"
"93890","syllabus"
"93891","example"
"93892","one"
"93893","introductory"
"93894","financial"
"93895","course"
"93896","appendix"
"93897","enumerate"
"93898","available"
"93899","graphics"
"93900","software"
"93901","composing"
"93902","graphic"
"93903","syllabus"
"93904","number"
"93905","online"
"93906","course"
"93907","increased"
"93908","need"
"93909","faculty"
"93910","development"
"93911","author"
"93912","address"
"93913","issue"
"93914","presence"
"93915","online"
"93916","discussions"
"93917","developing"
"93918","validating"
"93919","taxonomy"
"93920","types"
"93921","postings"
"93922","surveyed"
"93923","experienced"
"93924","online"
"93925","school"
"93926","administrators"
"93927","developed"
"93928","set"
"93929","expectations"
"93930","respect"
"93931","type"
"93932","number"
"93933","feedback"
"93934","messages"
"93935","learners"
"93936","expect"
"93937","course"
"93938","finally"
"93939","analyzed"
"93940","well"
"93941","four"
"93942","graduate"
"93943","online"
"93944","course"
"93945","met"
"93946","set"
"93947","expectations"
"93948","results"
"93949","comparison"
"93950","powerful"
"93951","tool"
"93952","stimulating"
"93953","faculty"
"93954","development"
"93955","course"
"93956","regarding"
"93957","role"
"93958","online"
"93959","discussions"
"93960","free"
"93961","rider"
"93962","problem"
"93963","also"
"93964","known"
"93965","social"
"93966","loafing"
"93967","occurs"
"93968","one"
"93969","members"
"93970","group"
"93971","fair"
"93972","share"
"93973","work"
"93974","groupproject"
"93975","author"
"93976","present"
"93977","group"
"93978","evaluation"
"93979","instrument"
"93980","characterized"
"93981","early"
"93982","implementation"
"93983","multiple"
"93984","evaluation"
"93985","points"
"93986","evaluative"
"93987","criteria"
"93988","tested"
"93989","assessment"
"93990","sample"
"93991","undergraduate"
"93992","enrolled"
"93993","introductory"
"93994","crossdisciplinary"
"93995","course"
"93996","results"
"93997","suggest"
"93998","instrument"
"93999","mitigate"
"94000","free"
"94001","rider"
"94002","problem"
"94003","improve"
"94004","perceptions"
"94005","group"
"94006","groupproject"
"94007","accounting"
"94008","pressure"
"94009","change"
"94010","current"
"94011","author"
"94012","surveyed"
"94013","employers"
"94014","school"
"94015","accounting"
"94016","graduates"
"94017","members"
"94018","local"
"94019","cpa"
"94020","chapter"
"94021","ascertain"
"94022","skills"
"94023","new"
"94024","graduates"
"94025","educational"
"94026","innovations"
"94027","top"
"94028","rated"
"94029","four"
"94030","professional"
"94031","skills"
"94032","analytical"
"94033","critical"
"94034","thinking"
"94035","written"
"94036","communication"
"94037","oral"
"94038","communication"
"94039","decision"
"94040","top"
"94041","three"
"94042","technology"
"94043","skills"
"94044","included"
"94045","excel"
"94046","software"
"94047","windows"
"94048","word"
"94049","processing"
"94050","software"
"94051","top"
"94052","innovation"
"94053","internships"
"94054","results"
"94055","agree"
"94056","national"
"94057","survey"
"94058","completed"
"94059","author"
"94060","theory"
"94061","cooperation"
"94062","competition"
"94063","identify"
"94064","conditions"
"94065","promote"
"94066","team"
"94067","innovation"
"94068","investigation"
"94069","team"
"94070","beijing"
"94071","china"
"94072","author"
"94073","found"
"94074","team"
"94075","cooperative"
"94076","goals"
"94077","engaged"
"94078","open"
"94079","minded"
"94080","constructive"
"94081","controversy"
"94082","whereas"
"94083","team"
"94084","independent"
"94085","goals"
"94086","avoided"
"94087","open"
"94088","team"
"94089","high"
"94090","level"
"94091","constructive"
"94092","controversy"
"94093","rated"
"94094","innovative"
"94095","loyal"
"94096","economic"
"94097","growth"
"94098","chile"
"94099","created"
"94100","need"
"94101","qualified"
"94102","professionals"
"94103","capable"
"94104","decision"
"94105","increasingly"
"94106","globalized"
"94107","competitive"
"94108","environment"
"94109","cultural"
"94110","pluralism"
"94111","uncertain"
"94112","conditions"
"94113","abound"
"94114","author"
"94115","discuss"
"94116","mba"
"94117","program"
"94118","three"
"94119","prominent"
"94120","chilean"
"94121","universities"
"94122","set"
"94123","meet"
"94124","demand"
"94125","qualified"
"94126","professionals"
"94127","designing"
"94128","implementing"
"94129","modeled"
"94130","mba"
"94131","program"
"94132","indicates"
"94133","demand"
"94134","mba"
"94135","graduates"
"94136","probably"
"94137","will"
"94138","continue"
"94139","increase"
"94140","institutions"
"94141","chile"
"94142","seem"
"94143","willing"
"94144","meet"
"94145","technology"
"94146","classrooms"
"94147","expanding"
"94148","rapidly"
"94149","though"
"94150","electronic"
"94151","innovations"
"94152","generally"
"94153","believed"
"94154","beneficial"
"94155","mode"
"94156","frequency"
"94157","vary"
"94158","considerably"
"94159","area"
"94160","financial"
"94161","instruction"
"94162","author"
"94163","investigated"
"94164","technology"
"94165","financial"
"94166","instruction"
"94167","surveying"
"94168","faculty"
"94169","members"
"94170","listed"
"94171","december"
"94172","financial"
"94173","association"
"94174","directory"
"94175","membership"
"94176","author"
"94177","investigated"
"94178","college"
"94179","attitudes"
"94180","toward"
"94181","line"
"94182","gathering"
"94183","evaluations"
"94184","faculty"
"94185","sixteen"
"94186","professors"
"94187","two"
"94188","sections"
"94189","randomly"
"94190","assigned"
"94191","one"
"94192","sections"
"94193","evaluated"
"94194","line"
"94195","also"
"94196","completed"
"94197","post"
"94198","evaluation"
"94199","survey"
"94200","measuring"
"94201","attitudes"
"94202","toward"
"94203","evaluation"
"94204","line"
"94205","lower"
"94206","response"
"94207","rate"
"94208","online"
"94209","respondents"
"94210","complained"
"94211","evaluation"
"94212","process"
"94213","may"
"94214","anonymous"
"94215","time"
"94216","consuming"
"94217","involved"
"94218","complicated"
"94219","log"
"94220","procedures"
"94221","suggestions"
"94222","offered"
"94223","improving"
"94224","line"
"94225","evaluation"
"94226","process"
"94227","common"
"94228","perception"
"94229","hands"
"94230","help"
"94231","understand"
"94232","interactions"
"94233","various"
"94234","concepts"
"94235","author"
"94236","describe"
"94237","four"
"94238","product"
"94239","price"
"94240","place"
"94241","promotion"
"94242","marketing"
"94243","principles"
"94244","course"
"94245","market"
"94246","coursework"
"94247","professor"
"94248","customer"
"94249","professor"
"94250","customer"
"94251","paradigm"
"94252","japanese"
"94253","kano"
"94254","modeling"
"94255","identifies"
"94256","quantifies"
"94257","customer"
"94258","expectations"
"94259","year"
"94260","experiment"
"94261","investigated"
"94262","two"
"94263","professors"
"94264","found"
"94265","progress"
"94266","occurred"
"94267","several"
"94268","nationally"
"94269","normed"
"94270","objectives"
"94271","though"
"94272","interest"
"94273","using"
"94274","internet"
"94275","economic"
"94276","course"
"94277","growing"
"94278","relatively"
"94279","little"
"94280","formal"
"94281","focused"
"94282","microeconomic"
"94283","principles"
"94284","curriculum"
"94285","incorporate"
"94286","internet"
"94287","effect"
"94288","firms"
"94289","consumers"
"94290","author"
"94291","investigate"
"94292","rapidly"
"94293","growing"
"94294","internet"
"94295","affecting"
"94296","position"
"94297","supply"
"94298","demand"
"94299","curves"
"94300","elasticity"
"94301","supply"
"94302","demand"
"94303","microeconomic"
"94304","topic"
"94305","offer"
"94306","suggestions"
"94307","topic"
"94308","improve"
"94309","enhance"
"94310","intuition"
"94311","managers"
"94312","crossfunctional"
"94313","team"
"94314","members"
"94315","boundary"
"94316","spanners"
"94317","organizational"
"94318","often"
"94319","face"
"94320","situations"
"94321","require"
"94322","application"
"94323","dialogue"
"94324","skill"
"94325","process"
"94326","inquiry"
"94327","create"
"94328","shared"
"94329","meaning"
"94330","shared"
"94331","understanding"
"94332","among"
"94333","parties"
"94334","previous"
"94335","suggested"
"94336","dialogue"
"94337","skill"
"94338","developed"
"94339","specifically"
"94340","line"
"94341","collaborative"
"94342","activities"
"94343","describe"
"94344","qualitative"
"94345","investigation"
"94346","one"
"94347","activity"
"94348","web"
"94349","software"
"94350","create"
"94351","environment"
"94352","developing"
"94353","dialogue"
"94354","skill"
"94355","accounting"
"94356","professors"
"94357","admissions"
"94358","personnel"
"94359","keenly"
"94360","aware"
"94361","number"
"94362","college"
"94363","majoring"
"94364","accounting"
"94365","declined"
"94366","sharply"
"94367","last"
"94368","years"
"94369","author"
"94370","argue"
"94371","carefully"
"94372","planned"
"94373","practitioner"
"94374","presentations"
"94375","first"
"94376","introductory"
"94377","accounting"
"94378","course"
"94379","help"
"94380","stem"
"94381","decline"
"94382","administered"
"94383","pre"
"94384","postcourse"
"94385","questionnaires"
"94386","four"
"94387","sections"
"94388","introductory"
"94389","accounting"
"94390","course"
"94391","two"
"94392","four"
"94393","sections"
"94394","course"
"94395","exposed"
"94396","two"
"94397","minute"
"94398","presentations"
"94399","two"
"94400","different"
"94401","group"
"94402","accounting"
"94403","practitioners"
"94404","data"
"94405","revealed"
"94406","attended"
"94407","presentations"
"94408","displayed"
"94409","far"
"94410","positive"
"94411","attitudinal"
"94412","changes"
"94413","toward"
"94414","accounting"
"94415","accounting"
"94416","professional"
"94417","careers"
